Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,Heating_Central,Heating_Individual
43m²,2 p.,1 p.,325 000 ,"Paris 19 (75019)
PARIS 19EME","Ref de l'annonce
:74660
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave",75019,43,5,2e,0,1,0,Unknown,0,0,0,0
80m²,4 p.,1 p.,1 890 000 ,"Paris 06 (75006)
Notre-Dame-des-Champs","Ref de l'annonce
:4014952
Nombre d'étages du bâtiment
:4",75006,80,4,2e,0,0,0,Unknown,0,0,0,0
52m²,2 p.,1 p.,381 100 ,"Paris 20 (75020)
Paris","Ref de l'annonce
:7029
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",75020,52,7,1er,0,1,0,Unknown,0,0,0,0
33m²,2 p.,1 p.,330 500 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:BGIM1170A
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave",75015,33,6,4e,0,1,0,Unknown,0,0,0,0
253m²,6 p.,4 p.,1 975 000 ,"Paris 10 (75010)
Hôpital-Saint-Louis","Ref de l'annonce
:4018948
Chauffage
:Central, au fioul
Nombre d'étages du bâtiment
:2
Nombre de salle de bain
:1",75010,253,2,1er,1,0,0,"Central, au fioul",0,0,1,0
50m²,2 p.,1 p.,588 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:C011
Etage du bien
:3e",75013,50,6,3e,0,0,0,Unknown,0,0,0,0
34m²,1 p.,0 p.,530 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:CO9
Terrasse/Balcon
:Balcon
Etage du bien
:6e",75013,34,6,6e,0,0,Balcon,Unknown,0,0,0,0
70m²,3 p.,2 p.,858 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:CO7
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre de salle de bain
:1",75013,70,6,2e,1,0,Balcon,Unknown,0,0,0,0
63m²,3 p.,2 p.,825 000 ,"Paris 17 (75017)
Batignolles","Ref de l'annonce
:781300
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien",75017,63,7,2e,0,1,0,Central,0,0,1,0
88m²,3 p.,2 p.,1 130 000 ,"Paris 13 (75013)
Gare","Ref de l'annonce
:4019400
Rénové
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:10
Ascenseur
Sécurité
:Gardien
Accès handicapé",75013,88,10,2e,0,0,Balcon,Unknown,1,0,0,0
180m²,4 p.,3 p.,2 440 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:4019280
Rénové
Terrasse/Balcon
:Terrasse
Etage du bien
:10e
Nombre d'étages du bâtiment
:11
Ascenseur
Sécurité
:Gardien
Accès handicapé",75013,180,11,10e,0,0,Terrasse,Unknown,1,0,0,0
42m²,2 p.,1 p.,595 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:816
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre de salle de bain
:1",75005,42,5,6e,1,0,Balcon,Au gaz,0,0,0,0
27m²,1 p.,0 p.,439 000 ,"Paris 07 (75007)
PARIS","Ref de l'annonce
:740903
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Ascenseur",75007,27,8,2e,0,0,0,Central,0,0,1,0
58m²,2 p.,1 p.,720 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:27
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Ascenseur
Sécurité
:Gardien
Accès handicapé",75016,58,5,3e,0,0,0,Unknown,0,0,0,0
78m²,4 p.,3 p.,770 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:STG/GG/9200/V
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75013,78,7,3e,1,1,Balcon,Central,0,1,1,0
173m²,7 p.,5 p.,2 450 000 ,"Paris 17 (75017)|Pereire, Ternes - Maillot","Ref de l'annonce
:4006906
Chauffage
:Central, au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75017,173,6,4e,2,1,0,"Central, au gaz",0,0,1,0
63m²,3 p.,2 p.,889 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:166086
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,63,5,2e,1,1,Balcon,Unknown,0,0,0,0
230m²,9 p.,5 p.,2 650 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:2605015
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75016,230,6,1er,2,1,0,Unknown,0,0,0,0
67m²,3 p.,2 p.,1 185 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:160000281
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",75015,67,7,6e,0,1,Balcon,Unknown,0,0,0,0
44m²,2 p.,1 p.,472 500 ,Paris 15 (75015)|Vaugirard - Parc des Expositio...,"Ref de l'annonce
:TAPP100039
Chauffage
:Central, au gaz
Etage du bien
:6e
Ascenseur
Nombre de salle de bain
:1",75015,44,6,6e,1,0,0,"Central, au gaz",0,0,1,0
68m²,3 p.,2 p.,520 000 ,"Paris 19 (75019)
PARIS 19EME ARRONDISSEMENT","Ref de l'annonce
:340939779129
Parking
Etage du bien
:1er
Cave
Ascenseur
Nombre de salle de bain
:1",75019,68,6,1er,1,1,0,Unknown,0,1,0,0
160m²,4 p.,3 p.,4 200 000 ,"Paris 06 (75006)
Saint Sulpice, Tournon","Ref de l'annonce
:P414
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75006,160,6,2e,2,1,0,Central,0,0,1,0
38m²,2 p.,1 p.,477 000 ,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:2785
Chauffage
:Individuel
Etage du bien
:6e
Nombre d'étages du bâtiment
:6",75001,38,6,6e,0,0,0,Individuel,0,0,0,1
263m²,7 p.,4 p.,3 390 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:OA146FPEG
Chauffage
:Central
Parking
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75016,263,7,2e,2,1,0,Central,0,1,1,0
39m²,2 p.,1 p.,362 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:1937
Chauffage
:Central
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Sécurité
:Gardien",75015,39,6,6e,0,1,0,Central,0,0,1,0
70m²,3 p.,2 p.,1 300 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:1080B
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75006,70,5,1er,1,0,0,Unknown,0,0,0,0
28m²,2 p.,1 p.,270 000 ,"Paris 18 (75018)
PARIS","Ref de l'annonce
:202472RE6
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:5",75018,28,5,1er,0,0,0,"Individuel, électrique",0,0,0,1
20m²,1 p.,0 p.,310 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:S03909
Rénové
Chauffage
:électrique
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Meublé
Ascenseur",75003,20,6,1er,0,0,0,électrique,1,0,0,0
28m²,2 p.,1 p.,499 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:992
Etage du bien
:5e
Ascenseur",75005,28,5,5e,0,0,0,Unknown,0,0,0,0
116m²,5 p.,3 p.,2 290 000 ,"Paris 07 (75007)
BAC | Verneuil","Ref de l'annonce
:2979
Chauffage
:Individuel
Etage du bien
:1er
Cave
Ascenseur
Nombre de salle de bain
:1",75007,116,6,1er,1,1,0,Individuel,0,0,0,1
40m²,2 p.,1 p.,320 000 ,"Paris 19 (75019)
PARIS 19","Ref de l'annonce
:18666407
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:5
Cave",75019,40,5,1er,0,1,0,"Individuel, électrique",0,0,0,1
17m²,1 p.,1 p.,232 200 ,Paris 15 (75015)|Vaugirard - Parc des Expositio...,"Ref de l'annonce
:30971305
Chauffage
:Individuel, électrique
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Ascenseur",75015,17,7,4e,0,0,0,"Individuel, électrique",0,0,0,1
30m²,2 p.,1 p.,658 000 ,"Paris 06 (75006)
Saint-Germain des Pres","Ref de l'annonce
:DFI444
Etage du bien
:3e
Ascenseur",75006,30,6,3e,0,0,0,Unknown,0,0,0,0
855m²,16 p.,12 p.,19 700 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:JARDIN FLANDRIN
Rénové
Chauffage
:Individuel
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:10",75016,855,6,1er,10,1,"Terrasse, balcon",Individuel,1,1,0,1
26m²,1 p.,0 p.,289 000 ,Paris 18 (75018)|Jules Joffrin,"Ref de l'annonce
:4852I
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Nombre de salle de bain
:1",75018,26,7,3e,1,1,Balcon,Unknown,0,0,0,0
165m²,6 p.,4 p.,2 469 436 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:4014636
Chauffage
:Central, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75017,165,6,5e,1,1,Balcon,"Central, au gaz",0,0,1,0
73m²,3 p.,2 p.,1 095 000 ,Paris 03 (75003)|Enfants Rouges - Bretagne,"Ref de l'annonce
:920119950
Rénové
Chauffage
:Au gaz
Parking
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75003,73,6,3e,1,1,0,Au gaz,1,1,0,0
82m²,4 p.,2 p.,659 990 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:LKM25687
Chauffage
:Central
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:13
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75013,82,13,1er,1,1,0,Central,0,1,1,0
80m²,4 p.,2 p.,899 000 ,"Paris 10 (75010)
République - Canal","Ref de l'annonce
:1703
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:10",75010,80,6,4e,10,1,0,Individuel,0,0,0,1
28m²,1 p.,0 p.,269 000 ,"Paris 18 (75018)
La chapelle-Marx dormoy","Ref de l'annonce
:781105
Chauffage
:Central, électrique
Etage du bien
:3e
Nombre d'étages du bâtiment
:5",75018,28,5,3e,0,0,0,"Central, électrique",0,0,1,0
42m²,2 p.,1 p.,485 000 ,"Paris 14 (75014)
PERNETY PLAISANCE","Ref de l'annonce
:781073
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:9
Cave
Ascenseur",75014,42,9,1er,0,1,0,Central,0,0,1,0
23m²,1 p.,0 p.,180 024 ,"Paris 13 (75013)
PARIS 13","Ref de l'annonce
:ah_Palatino_7064
Etage du bien
:1er
Meublé",75013,23,6,1er,0,0,0,Unknown,0,0,0,0
25m²,1 p.,0 p.,330 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:156956259
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75008,25,5,1er,1,0,0,Unknown,0,0,0,0
41m²,2 p.,0 p.,418 000 ,Paris 13 (75013),"Chauffage
:Individuel, électrique
Etage du bien
:6e
Ascenseur",75013,41,6,6e,0,0,0,"Individuel, électrique",0,0,0,1
82m²,2 p.,1 p.,895 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:3973711
Etage du bien
:3e
Nombre d'étages du bâtiment
:3
Cave
Nombre de salle de bain
:1",75012,82,3,3e,1,1,0,Unknown,0,0,0,0
34m²,4 p.,1 p.,665 000 ,"Paris 04 (75004)
Notre-Dame","Ref de l'annonce
:ISL/JA/9192/V
Etage du bien
:2e
Ascenseur",75004,34,5,2e,0,0,0,Unknown,0,0,0,0
90m²,1 p.,3 p.,945 000 ,Paris 18 (75018)|Grandes Carrières - Clichy...,"Ref de l'annonce
:2999
Chauffage
:Central
Etage du bien
:3e
Cave
Ascenseur
Nombre de salle de bain
:1",75018,90,5,3e,1,1,0,Central,0,0,1,0
27m²,5 p.,0 p.,435 900 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:155859573
Chauffage
:Central
Etage du bien
:2e
Ascenseur
Sécurité
:Gardien",75007,27,6,2e,0,0,0,Central,0,0,1,0
170m²,2 p.,3 p.,2 200 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:556
Nombre de salle de bain
:2",75008,170,6,4e,2,0,0,Unknown,0,0,0,0
40m²,1 p.,1 p.,410 000 ,"Paris 18 (75018)
Château rouge","Ref de l'annonce
:30969350
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",75018,40,6,4e,1,1,0,Unknown,0,0,0,0
32m²,4 p.,0 p.,338 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:1807
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",75015,32,6,1er,1,0,0,Unknown,0,0,0,0
101m²,1 p.,3 p.,713 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:VA2302-SIXTIES
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75019,101,6,4e,1,1,Balcon,Unknown,0,0,0,0
9m²,6 p.,1 p.,79 000 ,Paris 04 (75004)|Saint-Merri,"Ref de l'annonce
:30969631
Chauffage
:Individuel, électrique
Etage du bien
:5e
Nombre d'étages du bâtiment
:5",75004,9,5,5e,0,0,0,"Individuel, électrique",0,0,0,1
150m²,2 p.,5 p.,1 380 000 ,"Paris 15 (75015)
Saint Lambert","Ref de l'annonce
:DFC1169
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:3e
Cave
Ascenseur",75015,150,6,3e,0,1,"Terrasse, balcon",Unknown,0,0,0,0
43m²,4 p.,1 p.,478 000 ,"Paris 15 (75015)
PARIS 15E ARRONDISSEMENT","Ref de l'annonce
:466207
Chauffage
:Central
Parking
Etage du bien
:7e
Nombre de salle de bain
:1",75015,43,6,7e,1,0,0,Central,0,1,1,0
166m²,3 p.,3 p.,1 790 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:3907678
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:4
Ascenseur",75018,166,4,3e,0,0,0,Individuel,0,0,0,1
72m²,1 p.,2 p.,896 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:2605037
Etage du bien
:2e
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,72,6,2e,1,1,0,Unknown,0,0,0,0
61m²,2 p.,1 p.,660 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3631764
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,61,7,4e,1,1,0,Unknown,0,0,0,0
37m²,2 p.,1 p.,336 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:TRIANON64
Nombre d'étages du bâtiment
:7
Ascenseur
Sécurité
:Gardien",75018,37,7,1er,0,0,0,Unknown,0,0,0,0
66m²,2 p.,1 p.,1 259 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:PATOUREIFFEL
Rénové
Chauffage
:électrique
Terrasse/Balcon
:Terrasse
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Ascenseur",75016,66,7,7e,0,0,Terrasse,électrique,1,0,0,0
126m²,3 p.,1 p.,3 675 000 ,"Paris 06 (75006)
Saint-Germain-des-Prés","Ref de l'annonce
:2436379
Terrasse/Balcon
:Terrasse
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",75006,126,4,2e,1,1,Terrasse,Unknown,0,0,0,0
51m²,2 p.,1 p.,500 000 ,Paris 20 (75020)|Télégraphe - Pelleport - Saint...,"Ref de l'annonce
:4006739
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75020,51,7,4e,1,1,Balcon,Unknown,0,1,0,0
191m²,5 p.,3 p.,2 550 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:LAMBALLE01
Chauffage
:Individuel
Etage du bien
:2e
Nombre d'étages du bâtiment
:3
Cave
Ascenseur
Nombre de salle de bain
:2",75016,191,3,2e,2,1,0,Individuel,0,0,0,1
17m²,1 p.,0 p.,263 000 ,"Paris 17 (75017)
Batignolles","Ref de l'annonce
:296
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6",75017,17,6,5e,0,0,Balcon,Unknown,0,0,0,0
34m²,2 p.,1 p.,365 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3707492
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Ascenseur",75016,34,5,5e,0,0,0,Unknown,0,0,0,0
17m²,1 p.,0 p.,275 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:159930089
Etage du bien
:1er
Sécurité
:Gardien",75006,17,6,1er,0,0,0,Unknown,0,0,0,0
169m²,7 p.,4 p.,4 500 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:Jardin du Luxembourg
Chauffage
:Individuel
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75006,169,6,5e,2,1,"Terrasse, balcon",Individuel,0,0,0,1
283m²,8 p.,4 p.,5 250 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:2962237
Rénové
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75008,283,5,4e,1,1,0,Individuel,1,0,0,1
245m²,7 p.,4 p.,2 950 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:PLCE VH / RAYMOND P
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75016,245,6,3e,1,1,0,Unknown,0,0,0,0
190m²,6 p.,3 p.,3 200 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:VICTOR HUGO01
Rénové
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75016,190,6,2e,1,1,0,Central,1,0,1,0
70m²,4 p.,2 p.,650 000 ,Paris 15 (75015)|Georges Brassens,"Ref de l'annonce
:V230005875
Chauffage
:Central
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75015,70,6,5e,1,1,0,Central,0,0,1,0
19m²,1 p.,0 p.,235 000 ,"Paris 14 (75014)
Paris","Ref de l'annonce
:V230005874
Chauffage
:Individuel
Nombre d'étages du bâtiment
:3
Cave",75014,19,3,1er,0,1,0,Individuel,0,0,0,1
48m²,2 p.,1 p.,590 000 ,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:178649
Etage du bien
:1er
Nombre d'étages du bâtiment
:6",75002,48,6,1er,0,0,0,Unknown,0,0,0,0
54m²,3 p.,1 p.,995 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:3957153
Chauffage
:Au gaz
Etage du bien
:2e
Cave
Ascenseur
Nombre de salle de bain
:1",75006,54,6,2e,1,1,0,Au gaz,0,0,0,0
177m²,5 p.,3 p.,1 990 000 ,"Paris 17 (75017)
PARIS","Ref de l'annonce
:202444RD2
Nombre d'étages du bâtiment
:6
Ascenseur",75017,177,6,1er,0,0,0,Unknown,0,0,0,0
18m²,1 p.,0 p.,280 800 ,"Paris 05 (75005)
PARIS","Ref de l'annonce
:MO4-3936
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:3
Meublé
Accès handicapé",75005,18,3,1er,0,0,0,"Individuel, électrique",0,0,0,1
90m²,3 p.,2 p.,1 135 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3980036
Terrasse/Balcon
:Balcon
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75016,90,6,2e,1,1,Balcon,Unknown,0,0,0,0
134m²,4 p.,2 p.,2 380 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:2702403
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75007,134,6,4e,2,1,0,Individuel,0,0,0,1
109m²,6 p.,4 p.,1 250 000 ,"Paris 14 (75014)
Pernety","Ref de l'annonce
:WY1-1701
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:2",75014,109,6,4e,2,1,0,Individuel,0,0,0,1
39m²,2 p.,1 p.,425 800 ,"Paris 15 (75015)
Georges Brassens","Ref de l'annonce
:780770
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:6
Sécurité
:Gardien",75015,39,6,1er,0,0,0,"Individuel, électrique",0,0,0,1
186m²,7 p.,4 p.,2 800 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:3216657
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75004,186,5,4e,1,1,0,Central,0,0,1,0
10m²,1 p.,0 p.,87 000 ,"Paris 15 (75015)
PARIS","Ref de l'annonce
:216239
Chauffage
:Individuel, électrique
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",75015,10,6,6e,0,0,0,"Individuel, électrique",0,0,0,1
81m²,4 p.,3 p.,770 000 ,"Paris 18 (75018)
PARIS 18","Ref de l'annonce
:30945162
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",75018,81,6,2e,1,0,0,Central,0,0,1,0
40m²,2 p.,1 p.,375 000 ,"Paris 14 (75014)
PARIS","Ref de l'annonce
:DFM3077G",75014,40,5,1er,0,0,0,Unknown,0,0,0,0
39m²,3 p.,2 p.,451 500 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:927
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave",75020,39,6,2e,0,1,Balcon,Individuel,0,0,0,1
125m²,5 p.,3 p.,1 975 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:PLHVSG543
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75016,125,6,4e,2,1,0,Unknown,0,0,0,0
52m²,2 p.,1 p.,517 000 ,"Paris 12 (75012)
BEL AIR PARIS 12","Ref de l'annonce
:780450
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:10
Cave
Ascenseur
Sécurité
:Gardien",75012,52,10,7e,0,1,Balcon,Central,0,1,1,0
19m²,1 p.,1 p.,234 000 ,"Paris 18 (75018)
PARIS 18","Ref de l'annonce
:30945192
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",75018,19,6,1er,1,0,0,"Individuel, électrique",0,0,0,1
116m²,3 p.,2 p.,1 080 000 ,"Paris 20 (75020)
PERE LACHAISE","Ref de l'annonce
:779993
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:4",75020,116,4,1er,0,0,0,"Individuel, électrique",0,0,0,1
90m²,4 p.,3 p.,1 035 000 ,"Paris 19 (75019)
PARIS","Ref de l'annonce
:TE2-1619
Chauffage
:Central
Nombre d'étages du bâtiment
:5
Cave
Accès handicapé
Nombre de salle de bain
:1",75019,90,5,1er,1,1,0,Central,0,0,1,0
209m²,8 p.,4 p.,2 290 000 ,Paris 18 (75018)|Jules Joffrin,"Ref de l'annonce
:202420RE6
Chauffage
:Individuel
Jardin
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:2",75018,209,3,1er,2,0,0,Individuel,0,0,0,1
84m²,4 p.,2 p.,646 000 ,"Paris 13 (75013)
Place d'Italie | Mairie du 13","Ref de l'annonce
:AE1-1530
Chauffage
:Central
Parking
Etage du bien
:15e
Nombre d'étages du bâtiment
:20
Cave
Ascenseur
Sécurité
:Gardien",75013,84,20,15e,0,1,0,Central,0,1,1,0
144m²,5 p.,3 p.,1 695 000 ,"Paris 20 (75020)
Belleville","Ref de l'annonce
:3979953
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Terrasse, balcon
Nombre d'étages du bâtiment
:2
Nombre de salle de bain
:1",75020,144,2,1er,1,0,"Terrasse, balcon","Individuel, au gaz",0,0,0,1
79m²,4 p.,2 p.,1 150 000 ,"Paris 07 (75007)
Gros-Caillou","Ref de l'annonce
:3946536
Chauffage
:Individuel, électrique
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75007,79,6,1er,1,1,0,"Individuel, électrique",0,0,0,1
36m²,1 p.,0 p.,445 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:50
Nombre d'étages du bâtiment
:7",75015,36,7,1er,0,0,0,Unknown,0,0,0,0
95m²,5 p.,3 p.,1 170 000 ,"Paris 17 (75017)
Porte Maillot","Ref de l'annonce
:109471
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur",75017,95,8,6e,0,1,Balcon,Unknown,0,0,0,0
78m²,3 p.,2 p.,795 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:159871803
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75015,78,7,2e,1,1,0,Central,0,0,1,0
66m²,3 p.,2 p.,850 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:3121
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",75011,66,6,3e,1,0,0,Unknown,0,0,0,0
